18705740,P,201510554,202003,8/12/2021,STARS ON THE BRAZOS KREWE,990EZ,, 
18729518,E,272681238,202012,8/16/2021,EVER DAWN FOUNDATION,990EZ,2.02122E+17, 
18729591,E,453029201,202012,8/16/2021,WORKFORCE INCUBATOR FOUNDATION,990EZ,2.02112E+17, 
18692165,P,134009547,201905,8/11/2021,BROOKS FAMILY FOUNDATION INC,990PF,, 
18692175,P,430654872,202006,8/11/2021,ST LOUIS UNIVERSITY,990T,, 
18729640,E,954821084,202012,8/16/2021,MISIONERO PARA INDIGENA,990EZ,2.02132E+17, 
18698124,P,416124081,201912,8/11/2021,NORTH STAR CHAPTER OF THE APPRAISAL INSTITUTE,990O,, 
18729697,E,274917948,202012,8/16/2021,RECLAIMING OUR COMMUNITY,990EZ,2.02112E+17, 
18704361,P,237072734,201912,8/11/2021,AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES LOCAL 1760,990O,, 
18705306,P,391755365,201912,8/11/2021,POLK COUNTY TOURISM COUNCIL,990EO,, 
18705310,P,351599811,201912,8/11/2021,INDIANA SCHOOL FOR THE DEAF ALUMNI ASSOCIATION,990EO,, 
18705283,P,571159910,201912,8/11/2021,WALK WITH ME MINISTRIES INCORPORATED,990EZ,, 
18729705,E,310820957,202012,8/16/2021,OHIO ASSOCIATION OF STUDENT LEADERS,990EZ,2.02112E+17, 
18731497,E,946104169,202103,8/16/2021,SIERRA VILLAGE MUTUAL WATER CO,990EO,2.02142E+17, 
18704526,P,363014942,201912,8/11/2021,HOUSING FOR THE HANDICAPPED INC,990,, 
18705346,P,721389761,201912,8/11/2021,PLAYAZ AND PLAYETTES INC,990EZ,, 
18731675,E,760046520,202012,8/16/2021,INTERWOOD ASSOCIATION INC,990EO,2.02132E+17, 
18704723,P,462170574,201912,8/11/2021,FERNANDINA AND FRIENDS,990EO,, 
18728340,E,226167665,202012,8/16/2021,PALISADE CO NO 4 FORT LEE FIRE DEPT,990EZ,2.02112E+17, 
18704764,P,931244198,202004,8/11/2021,PACIFIC DUNES LODGE 2442 LOYAL ORDER OF MOOSE,990EO,, 
18704768,P,43541071,202004,8/11/2021,AGAWAM ST PATRICKS COMMITTEE INC,990EO,, 
18704790,P,454378128,201712,8/11/2021,DREAM ANIMAL RESCUE,990EZ,, 
18705453,P,916055468,201812,8/11/2021,VETERANS OF FOREIGN WARS MCKINNEY-OLSON POST 5924,990EO,, 
18705427,P,411744409,199912,8/11/2021,BEAR CREEK CEMETERY ASSOCIATION,990EO,, 
18728462,E,251367980,202103,8/16/2021,VICTORIOUS LIVING MINISTRIES INTERNATIONAL INC,990EZ,2.02102E+17, 
18731015,E,381314570,202102,8/16/2021,MICHIGAN JAYCEES ,990EO,2.02112E+17, 
18731807,E,200973266,202012,8/16/2021,ARDMORE QUARTERBACK CLUB,990EO,2.02142E+17, 
18704862,P,720870270,201912,8/11/2021,APARTMENT ASSOCIATION OF LOUISIANA,990EO,, 
18705580,P,820714466,201912,8/11/2021,PERFORMANCE ENCORE,990EZ,, 
