17780911,E,201354506,201912,03/02/2021,TRUE COMFORT CARE HOME INC,990,202023229349301537, 
17783992,P,201659219,201906,03/04/2021,NORTHWEST GEORGIA VOA HOUSING INC,990,, 
17832155,P,510196768,201912,03/26/2021,PETERSBURGH RESCUE AMBULANCE SQUAD INC,990EZ,, 
17779818,E,200940000,201912,03/02/2021,ASCENDIGO AUTISM SERVICES INC,990,202023219349319122, 
17830974,P,562453048,201912,03/26/2021,PENNSPORT SCHOOL OF DANCE,990EZ,, 
17830983,P,823134491,201912,03/26/2021,ALL MY CHILDREN INTERNATIONAL MINISTRY,990EZ,, 
17832010,P,300367190,201912,03/26/2021,ST JOHN THE APOSTLE CENTER FOR CHRISTIAN SPIRITUAL CARE INC,990EZ,, 
17777945,E,800268725,201912,03/02/2021,BOISE BICYCLE PROJECT INC,990,202033179349308623, 
17779733,E,834720016,201912,03/02/2021,PRAGER METIS CHARITABLE FOUNDATION,990,202023219349319332, 
17779747,E,481160735,201912,03/02/2021,MT CARMEL REDEVELOPMENT CORPORATION,990,202023219349319347, 
17779767,E,954714898,201912,03/02/2021,KINGDOMWORKS SDG FOUNDATION,990,202023219349319042, 
17780682,E,210634462,201912,03/02/2021,COOPER HEALTH SYSTEM A NEW JERSEY NON-PROFIT CORPORATION,990,202023219349324447, 
17771334,E,582141244,202006,03/01/2021,SAINT SIMONS CHRISTIAN SCHOOL,990,202023179349302322, 
17771378,E,521233683,201912,03/01/2021,JEWISH INSTITUTE FOR NATIONAL SECURITY OF AMERICA,990,202023179349302562, 
17825629,P,810461064,201912,03/24/2021,SOCIETY OF MAYFLOWER DESENCENTS IN THE STATE OF MONTANA,990EZ,, 
17773233,E,473833277,201912,03/01/2021,HOUSTON HIGH SCHOOL ATHLETICS AND ARTS FOUNDATION INC,990,202033149349302868, 
17774183,E,931299601,201912,03/01/2021,VILLAGE FOCUS INTERNATIONAL,990,202033169349300933, 
17795937,P,820522511,201912,03/12/2021,NORTHWEST GIS USERGROUP INC,990,, 
17825698,P,473665970,201912,03/24/2021,COLETTE ALLEN CHARITIES,990EZ,, 
17826649,P,371254750,201812,03/25/2021,EFFINGHAM FOP LODGE 209,990EO,, 
17768800,E,562230469,202006,03/01/2021,EMILY KRZYZEWSKI FAMILY LIFE CENTER INC,990,202023119349301922, 
17769648,E,752956747,201912,03/01/2021,OC WRANGLER CLUB,990,202023159349303107, 
17769653,E,462907677,201912,03/01/2021,EAST PARK LEADERSHIP AND CONSERVATION CENTER,990,202023159349303147, 
17796036,P,310248120,201912,03/12/2021,UNITED UNION OF ROOFERS 42 RDWA,990O,, 
17825768,P,261523292,201812,03/24/2021,VAN ALSTYNE SPORTS AUTHORITY INC,990EZ,, 
17770623,E,161131702,202006,03/01/2021,GROWING PLACE INC,990,202023169349304072, 
17770633,E,954627700,201912,03/01/2021,TELACU HOUSING-WHITTIER INC,990,202023169349304152, 
17770648,E,250965635,202006,03/01/2021,EARLY CONNECTIONS INC,990,202023169349300612, 
17771520,E,562471470,201912,03/01/2021,STEWARDSHIP NETWORK,990,202023179349303472, 
17771530,E,263420635,201912,03/01/2021,ACHIEVING DREAMS INC,990,202023179349302902, 
17772359,E,222505127,201912,03/01/2021,SUNNYVIEW HOSPITAL AND REHAB CENTER FOUNDATION INC,990,202033119349300433, 
17772410,E,300156224,201912,03/01/2021,CASA DE CORAZONES INC ,990,202033119349301518, 
17773330,E,581402922,202006,03/01/2021,WORD OF LIFE ASSOCIATION INC,990,202033149349303438, 
17782872,P,341832419,201906,03/03/2021,SEGULA,990,, 
17796080,P,710258214,201910,03/12/2021,PULASKI COUNTY FARM BUREAU,990O,, 
17826787,P,386093406,201511,03/25/2021,BIRMINGHAM MASONIC TEMPLE ASSOCIATION INC,990EO,, 
17768880,E,756059517,201912,03/01/2021,WEST TEXAS REHABILITATION CENTER FOUNDATION,990,202023139349300212, 
17773395,E,530196572,201912,03/01/2021,AMERICAN CHEMICAL SOCIETY,990,202033149349304223, 
17773428,E,470841669,201912,03/01/2021,CREIGHTON UNIVERSITY BOYS TOWN HEALTHCARE FOUNDATION,990,202033149349303653, 
17774300,E,251803585,201912,03/01/2021,PARKINSON FOUNDATION OF WESTERN PENNSYLVANIA,990,202033169349302038, 
17774317,E,371201502,202006,03/01/2021,RICHLAND COUNTY DEVELOPMENT CORPORATION,990,202033169349301708, 
17825884,P,411957606,201912,03/24/2021,MINNESOTA SPAY NEUTER PROJECT,990EZ,, 
17825925,P,201891581,201912,03/24/2021,TECHNOLOGY RESEARCH ASSISTANCE CONSORTIUM,990EZ,, 
17768945,E,826008991,202006,03/01/2021,JUNIOR ACHIEVEMENT OF IDAHO INC,990,202023149349302067, 
17769833,E,916071384,201912,03/01/2021,PLANNED PARENTHOOD OF GREATER WASHINGTON AND NORTH IDAHO,990,202023159349302222, 
17769841,E,562316141,202006,03/01/2021,NLH 3 ,990,202023159349305297, 
17770772,E,453989386,201912,03/01/2021,LEVERAGE RESEARCH INC,990,202023169349300627, 
17774349,E,361505770,201912,03/01/2021,MORTON ARBORETUM,990,202033169349300133, 
17825931,P,386124641,201912,03/24/2021,NINTH STREET CHURCH,990EZ,, 
17826898,P,463526938,201606,03/25/2021,PTO DALLASTOWN AREA MIDDLE SCHOOL,990EZ,, 
17770797,E,581933713,201912,03/01/2021,HAITI REFORESTATION PARTNERSHIP,990,202023169349304642, 
17771679,E,251062271,201912,03/01/2021,DUBOIS AREA UNITED WAY,990,202023179349303837, 
17772546,E,860836556,201912,03/01/2021,OLD PUEBLO COMMUNITY SERVICES,990,202033119349300643, 
17773516,E,461304666,201912,03/01/2021,CIRBN LLC,990,202033159349304773, 
17774427,E,910838299,201912,03/01/2021,WENATCHEE VALLEY HUMANE SOCIETY INC,990,202033169349303768, 
17824139,P,750836058,201910,03/24/2021,CROSBY COUNTY FARM BUREAU,990EO,, 
17824140,P,561595124,201912,03/24/2021,ALLIANCE OF INSURANCE AGENTS OF NC,990EO,, 
17843896,E,300047355,201912,03/31/2021,GEARY COUNTY 4-H FOUNDATION INC,990,202033209349300988, 
17771739,E,581769770,201912,03/01/2021,MIDWEST PHARMACY RESIDENCY CONFERENCE,990,202023179349303862, 
17772597,E,946182703,201912,03/01/2021,WA SUNG COMMUNITY SERVICE CLUB,990,202033119349301723, 
17773577,E,943116990,202006,03/01/2021,VANCOUVER FIRST CHURCH OF GOD FOUNDATION,990,202033159349301988, 
17773593,E,043245421,201912,03/01/2021,LANESVILLE COMMUNITY CENTER INC,990,202033159349304133, 
17824205,P,432012378,201912,03/24/2021,NORTHEAST KANSAS BUILDING AND CONSTRUCTION TRADES COUNCIL,990EO,, 
17843958,E,570985915,201912,03/31/2021,SEA PINES FOREST PRESERVE FOUNDATION,990,202033209349300683, 
17844764,E,270717710,201912,03/31/2021,JAEB CENTER RESEARCH TRUST INC,990,202003219349304850, 
17769125,E,591022050,201912,03/01/2021,MUSEUM OF ARTS AND SCIENCES INC,990,202023149349300227, 
17769134,E,581834323,201912,03/01/2021,ATLANTA AUDUBON SOCIETY INC,990,202023149349300332, 
17772655,E,825130685,201912,03/01/2021,EVER THINE HOME INTERNATIONAL,990,202033129349300658, 
17769149,E,582277743,201912,03/01/2021,GEORGIA SOCCER DEVELOPMENT FOUNDATION,990,202023149349301212, 
17769154,E,861145087,202006,03/01/2021,CHAUTAUQUA CHARTER SCHOOL INC,990,202023149349301927, 
17769155,E,421588695,201912,03/01/2021,ANIMAL SHELTER LEAGUE OF ROHNERT PARK,990,202023149349301982, 
17770048,E,264338166,201912,03/01/2021,MOTLEY ZOO ANIMAL RESCUE,990,202023159349303927, 
17770058,E,352183523,201912,03/01/2021,PERRY FARM DEVELOPMENT CO,990,202023159349304022, 
17771803,E,396105876,201912,03/01/2021,RED ARROW CAMP FOUNDATION INC ,990,202023179349304317, 
17844056,E,204524684,201912,03/31/2021,NEW LONDON EDUCATION FOUNDATION INC,990,202033209349301508, 
17844880,E,043154884,201912,03/31/2021,WESTPORT POLICE ASSOCIATION,990,202003219349304220, 
17770140,E,205186517,202006,03/01/2021,STANISLAUS BUSINESS ALLIANCE INC,990,202023159349303697, 
17771906,E,812175430,201912,03/01/2021,CITIZENS UTILITY BOARD OF MINNESOTA,990,202023179349306832, 
17773752,E,010133442,201912,03/01/2021,OXFORD COUNTY AGRICULTURAL SOCIETY,990,202033159349302638, 
17844109,E,271624621,201912,03/31/2021,REINVENT ALBANY,990,202033209349302303, 
17844916,E,161529688,201912,03/31/2021,GREAT SWAMP CONSERVANCY INC,990,202003219349302105, 
17792600,P,371485217,201909,03/10/2021,ENCOMPASS CONNECTION CENTER,990,, 
17792622,P,273116187,201906,03/10/2021,TRINITY CHRISTIAN ACADEMY INC,990,, 
17828586,P,461050267,201912,03/25/2021,HEALTHY NETWORKS DESIGN AND RESEARCH INC,990,, 
17772851,P,570734278,201912,03/01/2021,KW BEVERAGE FOUNDATION INC,990PF,, 
17789906,P,237247737,201909,03/09/2021,WESTERN LITTLE LEAGUE,990,, 
17792637,P,203459514,201906,03/10/2021,GOUT EDUCATION SOCIETY INC,990,, 
17793165,P,814065631,201612,03/11/2021,CONG MASBIA LECHOL CHAI INC,990,, 
17816081,P,383913614,201912,03/18/2021,UPASANA FOUNDATION INCORPORATED,990,, 
17828501,P,042712919,201912,03/25/2021,SUPERIOR COURT CLERKS ASSOCIATION,990EO,, 
17828786,P,813320585,201912,03/25/2021,GLOBAL EDUCATION INC,990,, 
17816096,P,237424400,201912,03/18/2021,BURNSVILLE ATHLETIC CLUB,990,, 
17816122,P,237396467,201906,03/18/2021,NORTH SHORE GYMNASTICS ASSOCIATION,990,, 
17829314,P,560766206,201907,03/25/2021,GREENSBORO SWIMMING ASSOCIATION INC,990,, 
17816823,P,341650333,201912,03/19/2021,R AND L OPTIONS INC,990EZ,, 
17817031,P,416027208,201907,03/19/2021,BEMIDJI DEVELOPMENT CORPORATION,990,, 
17774797,P,264785578,201812,03/01/2021,BARNSLEY EMMA FOUNDATION,990PF,, 
17797837,P,203994469,201912,03/15/2021,SOUTH KNOX YOUTH BASKETBALL INC,990,, 
17816198,P,042580285,201912,03/18/2021,FRIENDS OF THE JOHATHAN BOURNE PUBLIC LIBRARY,990,, 
17828921,P,204919124,201907,03/25/2021,UNITED STATES BOWLING CONGRESS INC,990O,, 
17816858,P,522191320,201912,03/19/2021,MID-ATLANTIC GERMAN SHEPHERD RESCUE INC,990,, 
17774838,P,386080075,201912,03/01/2021,RALPH L AND WINIFRED E POLK FOUNDATION,990PF,, 
17790064,P,832168461,201909,03/09/2021,POWERNOW COALITION INC,990O,, 
17814253,P,593525576,201906,03/18/2021,HABITAT FOR HUMANITY OF PALM BEACH COUNTY INC,990,, 
17814858,P,420835007,201912,03/18/2021,PLEASANT HILL COMMUNITY LINE,990O,, 
17816264,P,454499443,201912,03/19/2021,VETERANS TO FARMERS INC,990,, 
17829228,P,542148626,201912,03/25/2021,COMMUNITIES FOR HEALTHY FORESTS INC,990,, 
17817163,P,311091473,201912,03/19/2021,VFW OF THE 3760 BYESVILLE POST,990O,, 
17834982,P,320246706,201912,03/29/2021,DREAMING TREE FOUNDATION,990,, 
17835948,P,593420461,201912,03/30/2021,SUMTER YOUTH CENTER INC,990,, 
17835969,P,452641911,201905,03/30/2021,HERITAGE CHRISTIAN ACADEMY,990,, 
17788378,P,980183709,201903,03/08/2021,FEDERATION CJA,990,, 
17816781,P,232038418,201912,03/19/2021,OLD ALLENTOWN PRESERVATION ASSOCIATION INC,990EZ,, 
17817048,P,741615887,201912,03/19/2021,NOTTINGHAM FOREST HOMEOWNER ASSOCIATION INC,990,, 
17817050,P,751082983,201912,03/19/2021,HIGHWAY DISTRICT 19 EMPLOYEES CREDIT UNION,990,, 
17817288,P,232846785,201912,03/20/2021,CENTRE SQUARE FIREMENS RELIEF ASSOCIATION,990,, 
17817297,P,350404160,201912,03/20/2021,LIUNA LOCAL NO 120,990,, 
17832723,P,621562139,201912,03/29/2021,ABUNDANT LIFE CHRISTIAN COUNSELING SERVICE,990EZ,, 
17832959,P,611759381,201912,03/29/2021,BERRIEN COUNTY HUNTING CLUB INC,990EO,, 
17816369,P,463430695,201912,03/19/2021,TRANSFORMATION MINISTRIES OF COLUMBIA MISSOURI,990,, 
17777267,E,200652958,201912,03/02/2021,ARTSQUEST FOUNDATION,990,202033179349303363, 
17783949,P,421334758,201906,03/03/2021,MADISON COUNTY ELDERLY SERVICES INC,990,, 
17832072,P,383855138,201907,03/26/2021,MENTOR2YOUTH INC,990EZ,, 
17832093,P,260197348,201106,03/26/2021,LEES SUMMIT WEST JOURNALISM PARENTS,990EZ,, 
17786989,P,370951208,201909,03/05/2021,SENIOR ADULT SERVICES,990,, 
17769305,E,810475269,201912,03/01/2021,BOYS AND GIRLS CLUBS OF CASCADE COUNTY,990,202023149349303772, 
17770200,E,834320418,201912,03/01/2021,EO NERVE 2020 INC,990,202023159349302157, 
17844157,E,237443023,201912,03/31/2021,AMERICAN FRIENDS OF MUSEUMS IN ISRAEL,990,202003219349300035, 
17844995,E,113108678,201912,03/31/2021,FARMS FOR CITY KIDS FOUNDATION INC,990,202003219349306320, 
17845013,E,391469239,201912,03/31/2021,RACINE NEIGHBORHOOD WATCH INC,990,202003219349307085, 
17770230,E,263327323,201912,03/01/2021,CREATIVE HOUSING INC X,990,202023159349301902, 
17771975,E,912011509,201912,03/01/2021,FRANKFORD VOLUNTEER FIRE DEPARTMENT INC,990,202023179349307907, 
17771979,E,261992241,201912,03/01/2021,HANDS IN SERVICE INCORPORATED,990,202023179349308112, 
