18532385,P,352084623,201906,07/07/2021,HOLY CROSS VILLAGE AT NOTRE DAME INC,990T,, 
18532386,P,586044761,201906,07/07/2021,POINT UNIVERSITY INC,990T,, 
18532430,P,464365190,201906,07/07/2021,MURRAY 1693 SCHOLARS FOUNDATION,990T,, 
18531405,P,263542614,201912,07/06/2021,ART FROM THE ASHES INC,990T,, 
18532672,P,900127618,201912,07/07/2021,LEADING AGE GULF STATES,990T,, 
18532748,P,042645008,201906,07/07/2021,NORTH SHORE HERITAGE ASSOCIATES INC,990T,, 
18516410,P,821882629,201912,07/01/2021,HAYES FAMILY FOUNDATION INC,990T,, 
18547861,P,391865657,202003,07/19/2021,CRANBERRY MUSEUM INC,990T,, 
18548131,P,232187133,202008,07/19/2021,WOMENS BASKETBALL COACHES ASSOC,990T,, 
18548065,P,273427399,201912,07/19/2021,BOOTHEEL NETWORK FOR HEALTH IMPROVEMENT,990T,, 
18536560,P,061484248,201905,07/09/2021,BRINCKERHOFF FAMILY FOOUNDATION,990T,, 
18536706,P,461012421,201912,07/10/2021,UNSEEN HAND MEDICINE FROM ANTIQUITY,990T,, 
18529989,P,650342088,201912,07/02/2021,POLONIA INC,990T,, 
18549986,P,261460779,201912,07/20/2021,BREAKAWAY PRODUCTIONS FOUNDATION,990PF,, 
18549132,P,330758342,201712,07/19/2021,MASSON FOUNDATION,990PA,, 
18532143,P,204337002,201906,07/06/2021,DOUG AND ROBYN ROSS FAMILY FOUNDATION INC,990T,, 
18540145,P,820518345,202004,07/13/2021,HAILEY ICE INC,990T,, 
18546055,P,390823468,201912,07/16/2021,LUTHER MEMORIAL CHURCH,990T,, 
18538034,P,920127274,201906,07/12/2021,INTERIOR AIDS ASSOCIATION,990T,, 
18538277,P,990253665,201906,07/12/2021,HOUSING SOLUTIONS INCORPORATED,990T,, 
18538700,P,356004948,201912,07/12/2021,AMERICAN ASSOCIATION OF TEACHERS OF SPANISH AND PORTUGUESE INC,990T,, 
18538611,P,362478025,201912,07/12/2021,NATURAL LAND INSTITUTE,990T,, 
18538755,P,410946789,201906,07/12/2021,MINNESOTA OPERA,990T,, 
18615701,P,721333297,201912,07/29/2021,INTERVENTIONAL CARDIOLOGY RESEARCH FOUNDATION,990T,, 
18630354,P,362167048,201906,07/30/2021,DEPAUL UNIVERSITY,990T,, 
18564287,P,262429900,201912,07/20/2021,ELIZABETH AND ERNEST ESTES FOUNDATION,990PF,, 
18628631,P,510070542,201906,07/29/2021,CONGREGATION BETH EMETH,990T,, 
18545327,P,742164970,201911,07/15/2021,JEROLD B KATZ FOUNDATION,990T,, 
18564462,P,472329012,201912,07/20/2021,AHMAD FAMILY FOUNDATION INC,990PF,, 
18564479,P,814759950,201911,07/20/2021,WASY FOUNDATION,990PF,, 
